BlinkType,TimeTracker
NormalBlink,2016-04-21 16:50:57.332
NormalBlink,2016-04-21 16:50:58.647
NormalBlink,2016-04-21 16:51:00.412
NormalBlink,2016-04-21 16:51:00.928
NormalBlink,2016-04-21 16:51:01.312
NormalBlink,2016-04-21 16:51:01.927
NormalBlink,2016-04-21 16:51:02.793
NormalBlink,2016-04-21 16:51:03.026
NormalBlink,2016-04-21 16:51:03.161
NormalBlink,2016-04-21 16:51:03.444
NormalBlink,2016-04-21 16:51:03.593
NormalBlink,2016-04-21 16:51:03.792
NormalBlink,2016-04-21 16:51:04.193
NormalBlink,2016-04-21 16:51:04.391
NormalBlink,2016-04-21 16:51:04.641
NormalBlink,2016-04-21 16:51:04.857
NormalBlink,2016-04-21 16:51:05.224
NormalBlink,2016-04-21 16:51:05.357
NormalBlink,2016-04-21 16:51:05.557
NormalBlink,2016-04-21 16:51:05.840
NormalBlink,2016-04-21 16:51:06.306
NormalBlink,2016-04-21 16:51:07.288
NormalBlink,2016-04-21 16:51:08.254
NormalBlink,2016-04-21 16:51:08.437
NormalBlink,2016-04-21 16:51:08.786
NormalBlink,2016-04-21 16:51:08.936
NormalBlink,2016-04-21 16:51:09.269
NormalBlink,2016-04-21 16:51:10.002
NormalBlink,2016-04-21 16:51:10.318
NormalBlink,2016-04-21 16:51:11.100
NormalBlink,2016-04-21 16:51:11.417
NormalBlink,2016-04-21 16:51:11.983
NormalBlink,2016-04-21 16:51:12.482
NormalBlink,2016-04-21 16:51:13.564
NormalBlink,2016-04-21 16:51:13.681
NormalBlink,2016-04-21 16:51:14.563
NormalBlink,2016-04-21 16:51:14.746
NormalBlink,2016-04-21 16:51:14.863
NormalBlink,2016-04-21 16:51:15.046
NormalBlink,2016-04-21 16:51:15.246
NormalBlink,2016-04-21 16:51:15.695
NormalBlink,2016-04-21 16:51:15.795
NormalBlink,2016-04-21 16:51:16.245
NormalBlink,2016-04-21 16:51:16.777
NormalBlink,2016-04-21 16:51:17.477
NormalBlink,2016-04-21 16:51:17.610
NormalBlink,2016-04-21 16:51:17.693
NormalBlink,2016-04-21 16:51:17.860
NormalBlink,2016-04-21 16:51:18.009
NormalBlink,2016-04-21 16:51:18.143
LongBlink,2016-04-21 16:51:19.009
NormalBlink,2016-04-21 16:51:19.342
NormalBlink,2016-04-21 16:51:19.475
NormalBlink,2016-04-21 16:51:19.692
NormalBlink,2016-04-21 16:51:19.958
NormalBlink,2016-04-21 16:51:20.391
NormalBlink,2016-04-21 16:51:20.857
NormalBlink,2016-04-21 16:51:21.140
NormalBlink,2016-04-21 16:51:21.606
NormalBlink,2016-04-21 16:51:21.872
NormalBlink,2016-04-21 16:51:21.972
NormalBlink,2016-04-21 16:51:23.804
NormalBlink,2016-04-21 16:51:24.037
NormalBlink,2016-04-21 16:51:24.370
NormalBlink,2016-04-21 16:51:24.686
NormalBlink,2016-04-21 16:51:30.513
NormalBlink,2016-04-21 16:51:31.445
NormalBlink,2016-04-21 16:51:31.844
NormalBlink,2016-04-21 16:51:33.826
NormalBlink,2016-04-21 16:51:36.673
NormalBlink,2016-04-21 16:51:36.890
NormalBlink,2016-04-21 16:51:37.389
NormalBlink,2016-04-21 16:51:38.987
NormalBlink,2016-04-21 16:51:39.154
NormalBlink,2016-04-21 16:51:40.219
NormalBlink,2016-04-21 16:51:40.286
NormalBlink,2016-04-21 16:51:41.701
NormalBlink,2016-04-21 16:51:41.968
NormalBlink,2016-04-21 16:51:43.466
NormalBlink,2016-04-21 16:51:43.582
NormalBlink,2016-04-21 16:51:45.663
NormalBlink,2016-04-21 16:51:47.095
NormalBlink,2016-04-21 16:51:47.212
NormalBlink,2016-04-21 16:51:47.345
NormalBlink,2016-04-21 16:51:47.861
NormalBlink,2016-04-21 16:51:47.927
NormalBlink,2016-04-21 16:51:49.526
NormalBlink,2016-04-21 16:51:50.191
NormalBlink,2016-04-21 16:51:50.574
NormalBlink,2016-04-21 16:51:51.024
NormalBlink,2016-04-21 16:51:51.124
NormalBlink,2016-04-21 16:51:52.489
NormalBlink,2016-04-21 16:51:53.088
NormalBlink,2016-04-21 16:51:54.738
NormalBlink,2016-04-21 16:51:58.633
NormalBlink,2016-04-21 16:51:58.934
NormalBlink,2016-04-21 16:51:59.165
NormalBlink,2016-04-21 16:52:01.779
NormalBlink,2016-04-21 16:52:02.245
NormalBlink,2016-04-21 16:52:02.545
NormalBlink,2016-04-21 16:52:02.712
NormalBlink,2016-04-21 16:52:02.878
NormalBlink,2016-04-21 16:52:03.079
NormalBlink,2016-04-21 16:52:03.544
NormalBlink,2016-04-21 16:52:03.693
NormalBlink,2016-04-21 16:52:04.043
NormalBlink,2016-04-21 16:52:04.160
NormalBlink,2016-04-21 16:52:04.360
NormalBlink,2016-04-21 16:52:04.426
NormalBlink,2016-04-21 16:52:04.626
NormalBlink,2016-04-21 16:52:05.542
NormalBlink,2016-04-21 16:52:06.008
NormalBlink,2016-04-21 16:52:06.224
NormalBlink,2016-04-21 16:52:06.391
NormalBlink,2016-04-21 16:52:06.624
NormalBlink,2016-04-21 16:52:06.757
NormalBlink,2016-04-21 16:52:06.840
NormalBlink,2016-04-21 16:52:07.240
NormalBlink,2016-04-21 16:52:07.423
NormalBlink,2016-04-21 16:52:07.656
NormalBlink,2016-04-21 16:52:09.604
NormalBlink,2016-04-21 16:52:10.036
LongBlink,2016-04-21 16:52:10.785
NormalBlink,2016-04-21 16:52:11.536
NormalBlink,2016-04-21 16:52:12.534
NormalBlink,2016-04-21 16:52:12.917
NormalBlink,2016-04-21 16:52:13.267
NormalBlink,2016-04-21 16:52:13.400
LongBlink,2016-04-21 16:52:14.316
NormalBlink,2016-04-21 16:52:14.699
NormalBlink,2016-04-21 16:52:15.198
NormalBlink,2016-04-21 16:52:15.331
NormalBlink,2016-04-21 16:52:15.481
NormalBlink,2016-04-21 16:52:15.698
NormalBlink,2016-04-21 16:52:16.130
NormalBlink,2016-04-21 16:52:16.413
NormalBlink,2016-04-21 16:52:18.877
NormalBlink,2016-04-21 16:52:20.975
NormalBlink,2016-04-21 16:52:21.625
NormalBlink,2016-04-21 16:52:22.757
NormalBlink,2016-04-21 16:52:23.106
NormalBlink,2016-04-21 16:52:24.572
NormalBlink,2016-04-21 16:52:28.117
NormalBlink,2016-04-21 16:52:28.900
NormalBlink,2016-04-21 16:52:29.150
NormalBlink,2016-04-21 16:52:29.416
NormalBlink,2016-04-21 16:52:30.332
NormalBlink,2016-04-21 16:52:30.681
NormalBlink,2016-04-21 16:52:32.047
NormalBlink,2016-04-21 16:52:32.979
NormalBlink,2016-04-21 16:52:33.196
NormalBlink,2016-04-21 16:52:35.044
NormalBlink,2016-04-21 16:52:35.909
NormalBlink,2016-04-21 16:52:36.625
NormalBlink,2016-04-21 16:52:36.892
NormalBlink,2016-04-21 16:52:37.907
NormalBlink,2016-04-21 16:52:41.219
NormalBlink,2016-04-21 16:52:44.000
NormalBlink,2016-04-21 16:52:44.649
NormalBlink,2016-04-21 16:52:45.049
NormalBlink,2016-04-21 16:52:45.448
NormalBlink,2016-04-21 16:52:46.032
NormalBlink,2016-04-21 16:52:46.748
NormalBlink,2016-04-21 16:52:47.297
NormalBlink,2016-04-21 16:52:47.430
NormalBlink,2016-04-21 16:52:47.663
NormalBlink,2016-04-21 16:52:48.263
NormalBlink,2016-04-21 16:52:49.146
NormalBlink,2016-04-21 16:52:51.710
NormalBlink,2016-04-21 16:52:54.206
NormalBlink,2016-04-21 16:52:55.787
NormalBlink,2016-04-21 16:52:56.170
NormalBlink,2016-04-21 16:52:56.686
NormalBlink,2016-04-21 16:52:58.118
NormalBlink,2016-04-21 16:52:59.783
NormalBlink,2016-04-21 16:53:00.001
NormalBlink,2016-04-21 16:53:00.449
NormalBlink,2016-04-21 16:53:00.748
NormalBlink,2016-04-21 16:53:01.714
NormalBlink,2016-04-21 16:53:02.630
NormalBlink,2016-04-21 16:53:03.613
NormalBlink,2016-04-21 16:53:04.112
NormalBlink,2016-04-21 16:53:04.645
NormalBlink,2016-04-21 16:53:04.945
NormalBlink,2016-04-21 16:53:05.411
NormalBlink,2016-04-21 16:53:07.808
NormalBlink,2016-04-21 16:53:08.107
NormalBlink,2016-04-21 16:53:08.324
NormalBlink,2016-04-21 16:53:09.173
NormalBlink,2016-04-21 16:53:09.756
NormalBlink,2016-04-21 16:53:12.852
NormalBlink,2016-04-21 16:53:13.285
NormalBlink,2016-04-21 16:53:13.651
NormalBlink,2016-04-21 16:53:14.584
NormalBlink,2016-04-21 16:53:15.416
NormalBlink,2016-04-21 16:53:17.364
NormalBlink,2016-04-21 16:53:17.747
NormalBlink,2016-04-21 16:53:17.963
NormalBlink,2016-04-21 16:53:18.412
NormalBlink,2016-04-21 16:53:18.629
NormalBlink,2016-04-21 16:53:19.777
NormalBlink,2016-04-21 16:53:20.527
NormalBlink,2016-04-21 16:53:24.640
NormalBlink,2016-04-21 16:53:25.905
NormalBlink,2016-04-21 16:53:26.171
NormalBlink,2016-04-21 16:53:26.887
LongBlink,2016-04-21 16:53:29.268
LongBlink,2016-04-21 16:53:30.950
NormalBlink,2016-04-21 16:53:31.782
NormalBlink,2016-04-21 16:53:31.931
NormalBlink,2016-04-21 16:53:32.115
NormalBlink,2016-04-21 16:53:32.214
NormalBlink,2016-04-21 16:53:32.348
NormalBlink,2016-04-21 16:53:32.448
NormalBlink,2016-04-21 16:53:32.631
NormalBlink,2016-04-21 16:53:33.047
NormalBlink,2016-04-21 16:53:33.380
NormalBlink,2016-04-21 16:53:33.520
NormalBlink,2016-04-21 16:53:33.646
NormalBlink,2016-04-21 16:53:33.796
