CSX,CSY,IsFixated,State,TimeStamp, ,Result
791.4642, 102.0911,FALSE,7,43:36.9,,Saccade
788.1321, 104.9297,FALSE,7,43:37.0,,Saccade
779.7042, 122.3002,FALSE,7,43:37.0,,Saccade
654.1066, 393.0531,FALSE,7,43:37.0,,Saccade
609.902, 522.4774,FALSE,7,43:37.0,,Saccade
562.065, 610.0056,FALSE,4,43:37.1,,Saccade
576.4986, 582.6145,FALSE,4,43:37.1,,Saccade
590.9277, 634.036,FALSE,4,43:37.1,,Saccade
705.3406, 726.013,FALSE,4,43:37.1,,Saccade
839.8769, 661.2639,FALSE,4,43:37.4,,Saccade
828.9291, 670.8718,FALSE,4,43:37.6,,Saccade
829.6034, 679.0785,FALSE,4,43:37.6,,Saccade
825.5505, 678.3915,FALSE,4,43:37.6,,Saccade
828.8802, 675.2197,FALSE,4,43:37.7,,Saccade
828.9423, 674.8727,TRUE,4,43:37.8,,Fixation
831.0852, 675.1637,TRUE,4,43:37.8,,Fixation
817.5338, 674.9697,TRUE,7,43:38.0,,Fixation
805.2261, 674.3508,TRUE,7,43:38.0,,Fixation
830.7833, 676.4606,TRUE,4,43:37.9,,Fixation
789.2875, 673.5098,TRUE,7,43:38.0,,Fixation
770.0798, 673.0315,TRUE,7,43:38.1,,Fixation
780.7518, 672.9008,TRUE,7,43:38.0,,Fixation
764.4936, 670.8152,TRUE,7,43:38.1,,Fixation
759.0766, 672.0054,TRUE,7,43:38.1,,Fixation
755.4566, 671.7986,TRUE,7,43:38.1,,Fixation
749.1041, 669.1379,TRUE,7,43:38.1,,Fixation
734.394, 662.1431,TRUE,7,43:38.2,,Fixation
727.8624, 659.9861,TRUE,7,43:38.2,,Fixation
722.0436, 657.5181,TRUE,7,43:38.2,,Fixation
718.4463, 654.444,TRUE,4,43:38.2,,Fixation
716.6036, 650.4316,TRUE,4,43:38.2,,Fixation
711.9316, 647.3114,TRUE,4,43:38.3,,Fixation
901.3228, 759.1229,FALSE,4,43:38.7,,Saccade
910.0817, 759.1755,FALSE,4,43:38.7,,Saccade
905.0415, 746.5312,FALSE,4,43:38.8,,Saccade
861.0609, 701.0121,FALSE,4,43:38.8,,Saccade
852.2235, 666.5121,FALSE,4,43:38.9,,Saccade
841.8622, 645.9922,FALSE,4,43:38.9,,Saccade
837.6259, 634.994,TRUE,4,43:38.9,,Fixation
801.7571, 577.3646,FALSE,4,43:39.0,,Saccade
817.6911, 553.8868,FALSE,4,43:39.1,,Saccade
759.9483, 554.2922,FALSE,7,43:39.1,,Saccade
748.6462, 557.2051,FALSE,7,43:39.1,,Saccade
739.2861, 561.4219,FALSE,7,43:39.2,,Saccade
913.2014, 651.6748,FALSE,4,43:39.3,,Saccade
979.3704, 601.8899,FALSE,4,43:39.4,,Saccade
901.7962, 577.8217,FALSE,7,43:39.5,,Saccade
876.1292, 570.8126,FALSE,7,43:39.5,,Saccade
861.4134, 567.2415,FALSE,7,43:39.5,,Fixation
856.296, 564.0252,TRUE,7,43:39.6,,Fixation
26.1285, 881.7258,FALSE,4,43:39.6,,Saccade
27.6157, 812.5881,FALSE,4,43:39.6,,Saccade
18.7773, 610.6866,FALSE,4,43:39.8,,Saccade
285.1877, 535.1454,FALSE,4,43:41.0,,Saccade
408.0628, 463.3852,FALSE,4,43:41.2,,Saccade
490.5851, 422.5297,FALSE,4,43:41.2,,Saccade
755.9518, 280.503,FALSE,4,43:41.3,,Saccade
