CRX,CRY,IsFixated,State,TimeStamp, ,Result
786.6782, 85.7135,FALSE,7,43:36.9,,Saccade
775.1382, 116.0318,FALSE,7,43:37.0,,Saccade
779.7042, 122.3002,FALSE,7,43:37.0,,Saccade
654.1066, 393.0531,FALSE,7,43:37.0,,Saccade
565.8102, 651.572,FALSE,7,43:37.0,,Saccade
519.999, 689.6587,FALSE,4,43:37.1,,Saccade
510.3395, 701.4695,FALSE,4,43:37.1,,Saccade
705.3406, 726.013,FALSE,4,43:37.1,,Saccade
705.3406, 726.013,FALSE,4,43:37.1,,Saccade
839.8769, 661.2639,FALSE,4,43:37.4,,Saccade
818.0092, 680.4552,FALSE,4,43:37.6,,Saccade
830.9987, 695.3391,FALSE,4,43:37.6,,Saccade
813.5798, 676.1832,FALSE,4,43:37.6,,Saccade
842.1119, 662.6248,FALSE,4,43:37.7,,Saccade
829.2401, 673.1992,TRUE,4,43:37.8,,Fixation
843.4501, 676.8857,TRUE,4,43:37.8,,Fixation
717.889, 663.6223,TRUE,7,43:38.0,,Fixation
704.8346, 669.2992,TRUE,7,43:38.0,,Fixation
828.5469, 685.1079,TRUE,4,43:37.9,,Fixation
730.3783, 669.3419,TRUE,7,43:38.0,,Fixation
718.0879, 684.6895,TRUE,7,43:38.1,,Fixation
698.8961, 666.913,TRUE,7,43:38.0,,Fixation
708.3683, 643.8784,TRUE,7,43:38.1,,Fixation
703.7032, 688.6791,TRUE,7,43:38.1,,Fixation
722.8962, 669.7263,TRUE,7,43:38.1,,Fixation
677.8091, 633.2036,TRUE,7,43:38.1,,Fixation
650.0137, 623.1016,TRUE,7,43:38.2,,Fixation
654.1954, 633.8661,TRUE,7,43:38.2,,Fixation
659.1938, 626.9935,TRUE,7,43:38.2,,Fixation
689.6483, 615.0505,TRUE,4,43:38.2,,Fixation
714.041, 597.1352,TRUE,4,43:38.2,,Fixation
688.4037, 612.2607,TRUE,4,43:38.3,,Fixation
901.3228, 759.1229,FALSE,4,43:38.7,,Saccade
910.0817, 759.1755,FALSE,4,43:38.7,,Saccade
900.0142, 733.9191,FALSE,4,43:38.8,,Saccade
773.6836, 610.6157,FALSE,4,43:38.8,,Fixation
826.7128, 564.9831,FALSE,4,43:38.9,,Fixation
802.1364, 567.2241,FALSE,4,43:38.9,,Fixation
818.4462, 584.2388,TRUE,4,43:38.9,,Fixation
801.7571, 577.3646,FALSE,4,43:39.0,,Saccade
817.6911, 553.8868,FALSE,4,43:39.1,,Saccade
702.3526, 554.6965,FALSE,7,43:39.1,,Saccade
726.478, 562.9919,FALSE,7,43:39.1,,Saccade
711.9946, 573.8768,FALSE,7,43:39.2,,Saccade
913.2014, 651.6748,FALSE,4,43:39.3,,Saccade
979.3704, 601.8899,FALSE,4,43:39.4,,Saccade
824.4197, 553.8148,FALSE,7,43:39.5,,Fixation
825.5137, 557.005,FALSE,7,43:39.5,,Fixation
853.7765, 561.6331,FALSE,7,43:39.5,,Fixation
832.6135, 548.7322,TRUE,7,43:39.6,,Fixation
26.1285, 881.7258,FALSE,4,43:39.6,,Saccade
27.6157, 812.5881,FALSE,4,43:39.6,,Saccade
9.9615, 409.2994,FALSE,4,43:39.8,,Saccade
814.67, 386.0446,FALSE,4,43:41.0,,Saccade
768.363, 252.7885,FALSE,4,43:41.2,,Saccade
806.8875, 266.4248,FALSE,4,43:41.2,,Saccade
755.9518, 280.503,FALSE,4,43:41.3,,Saccade
